Banco de México,
,
Exchange rates and auctions historical information,
Tipos de cambio diarios,
,
Date: 03/02/2024 06:14:08,
,
,
,
Title,"Exchange rate pesos per US dollar, Used to settle liabilities denominated in foreign currency, Date of settlement"
Information type,Levels
Date,SF60653
01/17/2017,21.633
01/18/2017,21.6643
01/19/2017,21.5738
01/20/2017,21.8514
01/21/2017,21.9044
01/22/2017,21.9044
01/23/2017,21.9044
01/24/2017,21.7002
01/25/2017,21.4512
01/26/2017,21.3692
01/27/2017,21.3439
01/28/2017,21.2024
01/29/2017,21.2024
01/30/2017,21.2024
01/31/2017,21.0212
02/01/2017,20.7588
02/02/2017,20.7908
02/03/2017,20.7752
02/04/2017,20.5757
02/05/2017,20.5757
02/06/2017,20.5757
02/07/2017,20.5757
02/08/2017,20.3439
02/09/2017,20.637
02/10/2017,20.4994
02/11/2017,20.4163
02/12/2017,20.4163
02/13/2017,20.4163
02/14/2017,20.3535
02/15/2017,20.328
02/16/2017,20.3507
02/17/2017,20.3254
02/18/2017,20.3325
02/19/2017,20.3325
02/20/2017,20.3325
02/21/2017,20.4526
02/22/2017,20.4059
02/23/2017,20.4489
02/24/2017,19.9127
02/25/2017,19.7011
02/26/2017,19.7011
02/27/2017,19.7011
02/28/2017,19.8335
03/01/2017,19.8322
03/02/2017,19.9957
03/03/2017,19.9007
03/04/2017,19.9373
03/05/2017,19.9373
03/06/2017,19.9373
03/07/2017,19.6147
03/08/2017,19.5538
03/09/2017,19.521
03/10/2017,19.6007
03/11/2017,19.7974
03/12/2017,19.7974
03/13/2017,19.7974
03/14/2017,19.6279
03/15/2017,19.5803
03/16/2017,19.6543
03/17/2017,19.4493
03/18/2017,19.173
03/19/2017,19.173
03/20/2017,19.173
03/21/2017,19.173
03/22/2017,19.117
03/23/2017,19.107
03/24/2017,19.0837
03/25/2017,18.9877
03/26/2017,18.9877
03/27/2017,18.9877
03/28/2017,18.8528
03/29/2017,18.8661
03/30/2017,18.8853
03/31/2017,18.8092
04/01/2017,18.7079
04/02/2017,18.7079
04/03/2017,18.7079
04/04/2017,18.7955
04/05/2017,18.732
04/06/2017,18.8334
04/07/2017,18.7192
04/08/2017,18.7696
04/09/2017,18.7696
04/10/2017,18.7696
04/11/2017,18.656
04/12/2017,18.6923
04/13/2017,18.7646
04/14/2017,18.7646
04/15/2017,18.7646
04/16/2017,18.7646
04/17/2017,18.7646
04/18/2017,18.7528
04/19/2017,18.5582
04/20/2017,18.4863
04/21/2017,18.8374
04/22/2017,18.8187
04/23/2017,18.8187
04/24/2017,18.8187
04/25/2017,18.8413
04/26/2017,18.6521
04/27/2017,18.9225
04/28/2017,19.1119
04/29/2017,19.067
04/30/2017,19.067
05/01/2017,19.067
05/02/2017,19.067
05/03/2017,18.9594
05/04/2017,18.7731
05/05/2017,18.8031
05/06/2017,19.0019
05/07/2017,19.0019
05/08/2017,19.0019
05/09/2017,19.0137
05/10/2017,19.1164
05/11/2017,19.1364
05/12/2017,18.9587
05/13/2017,18.9039
05/14/2017,18.9039
05/15/2017,18.9039
05/16/2017,18.7594
05/17/2017,18.67
05/18/2017,18.6183
05/19/2017,18.6761
05/20/2017,18.8898
05/21/2017,18.8898
05/22/2017,18.8898
05/23/2017,18.6859
05/24/2017,18.6633
05/25/2017,18.615
05/26/2017,18.5689
05/27/2017,18.4185
05/28/2017,18.4185
05/29/2017,18.4185
05/30/2017,18.4849
05/31/2017,18.5121
06/01/2017,18.6643
06/02/2017,18.6909
06/03/2017,18.5941
06/04/2017,18.5941
06/05/2017,18.5941
06/06/2017,18.6204
06/07/2017,18.3819
06/08/2017,18.2762
06/09/2017,18.2278
06/10/2017,18.1946
06/11/2017,18.1946
06/12/2017,18.1946
06/13/2017,18.1939
06/14/2017,18.1802
06/15/2017,18.0725
06/16/2017,17.9343
06/17/2017,18.1154
06/18/2017,18.1154
06/19/2017,18.1154
06/20/2017,17.9321
06/21/2017,17.9519
06/22/2017,18.1167
06/23/2017,18.157
06/24/2017,18.127
06/25/2017,18.127
06/26/2017,18.127
06/27/2017,17.99
06/28/2017,17.8775
06/29/2017,17.9862
06/30/2017,17.8973
07/01/2017,18.0279
07/02/2017,18.0279
07/03/2017,18.0279
07/04/2017,18.0626
07/05/2017,18.2064
07/06/2017,18.2036
07/07/2017,18.3556
07/08/2017,18.3227
07/09/2017,18.3227
07/10/2017,18.3227
07/11/2017,18.1394
07/12/2017,17.9751
07/13/2017,17.9482
07/14/2017,17.7708
07/15/2017,17.7422
07/16/2017,17.7422
07/17/2017,17.7422
07/18/2017,17.5613
07/19/2017,17.5836
07/20/2017,17.5134
07/21/2017,17.4937
07/22/2017,17.526
07/23/2017,17.526
07/24/2017,17.526
07/25/2017,17.5618
07/26/2017,17.6893
07/27/2017,17.7492
07/28/2017,17.7561
07/29/2017,17.6886
07/30/2017,17.6886
07/31/2017,17.6886
08/01/2017,17.7435
08/02/2017,17.8646
08/03/2017,17.8108
08/04/2017,17.8696
08/05/2017,17.8733
08/06/2017,17.8733
08/07/2017,17.8733
08/08/2017,17.8798
08/09/2017,17.9641
08/10/2017,17.916
08/11/2017,17.9671
08/12/2017,17.9073
08/13/2017,17.9073
08/14/2017,17.9073
08/15/2017,17.847
08/16/2017,17.7755
08/17/2017,17.8483
08/18/2017,17.716
08/19/2017,17.7324
08/20/2017,17.7324
08/21/2017,17.7324
08/22/2017,17.8584
08/23/2017,17.6501
08/24/2017,17.6458
08/25/2017,17.7113
08/26/2017,17.6977
08/27/2017,17.6977
08/28/2017,17.6977
08/29/2017,17.6205
08/30/2017,17.8049
08/31/2017,17.876
09/01/2017,17.7753
09/02/2017,17.8145
09/03/2017,17.8145
09/04/2017,17.8145
09/05/2017,17.7861
09/06/2017,17.8683
09/07/2017,17.836
09/08/2017,17.8136
09/09/2017,17.6965
09/10/2017,17.6965
09/11/2017,17.6965
09/12/2017,17.7331
09/13/2017,17.6443
09/14/2017,17.781
09/15/2017,17.7836
09/16/2017,17.7278
09/17/2017,17.7278
09/18/2017,17.7278
09/19/2017,17.6857
09/20/2017,17.761
09/21/2017,17.7643
09/22/2017,17.7009
09/23/2017,17.8545
09/24/2017,17.8545
09/25/2017,17.8545
09/26/2017,17.7487
09/27/2017,17.8831
09/28/2017,17.9933
09/29/2017,18.13
09/30/2017,18.1979
10/01/2017,18.1979
10/02/2017,18.1979
10/03/2017,18.159
10/04/2017,18.2337
10/05/2017,18.2113
10/06/2017,18.2282
10/07/2017,18.306
10/08/2017,18.306
10/09/2017,18.306
10/10/2017,18.5522
10/11/2017,18.6646
10/12/2017,18.6327
10/13/2017,18.718
10/14/2017,18.7631
10/15/2017,18.7631
10/16/2017,18.7631
10/17/2017,18.9008
10/18/2017,19.0753
10/19/2017,19.0117
10/20/2017,18.8869
10/21/2017,18.8248
10/22/2017,18.8248
10/23/2017,18.8248
10/24/2017,19.008
10/25/2017,19.0489
10/26/2017,19.2009
10/27/2017,19.077
10/28/2017,19.096
10/29/2017,19.096
10/30/2017,19.096
10/31/2017,19.1474
11/01/2017,19.2188
11/02/2017,19.1478
11/03/2017,19.1478
11/04/2017,19.1241
11/05/2017,19.1241
11/06/2017,19.1241
11/07/2017,19.185
11/08/2017,19.0814
11/09/2017,19.1349
11/10/2017,19.0718
11/11/2017,19.09
11/12/2017,19.09
11/13/2017,19.09
11/14/2017,19.0526
11/15/2017,19.168
11/16/2017,19.1334
11/17/2017,19.2268
11/18/2017,19.1224
11/19/2017,19.1224
11/20/2017,19.1224
11/21/2017,19.1224
11/22/2017,18.9724
11/23/2017,18.8242
11/24/2017,18.74
11/25/2017,18.6041
11/26/2017,18.6041
11/27/2017,18.6041
11/28/2017,18.5379
11/29/2017,18.52
11/30/2017,18.5848
12/01/2017,18.519
12/02/2017,18.6229
12/03/2017,18.6229
12/04/2017,18.6229
12/05/2017,18.6399
12/06/2017,18.642
12/07/2017,18.6958
12/08/2017,18.8897
12/09/2017,18.9315
12/10/2017,18.9315
12/11/2017,18.9315
12/12/2017,18.9445
12/13/2017,18.9445
12/14/2017,18.974
12/15/2017,19.1391
12/16/2017,19.1202
12/17/2017,19.1202
12/18/2017,19.1202
12/19/2017,19.1289
12/20/2017,19.0289
12/21/2017,19.1913
12/22/2017,19.2291
12/23/2017,19.3962
12/24/2017,19.3962
12/25/2017,19.3962
12/26/2017,19.3962
12/27/2017,19.5848
12/28/2017,19.7223
12/29/2017,19.7867
12/30/2017,19.7354
12/31/2017,19.7354
01/01/2018,19.7354
01/02/2018,19.7354
01/03/2018,19.6629
01/04/2018,19.4899
01/05/2018,19.3717
01/06/2018,19.2427
01/07/2018,19.2427
01/08/2018,19.2427
01/09/2018,19.2737
01/10/2018,19.2323
01/11/2018,19.3065
01/12/2018,19.2405
01/13/2018,19.3433
01/14/2018,19.3433
01/15/2018,19.3433
01/16/2018,19.0446
01/17/2018,18.8113
01/18/2018,18.8362
01/19/2018,18.655
01/20/2018,18.6361
01/21/2018,18.6361
01/22/2018,18.6361
01/23/2018,18.5813
01/24/2018,18.7118
01/25/2018,18.798
01/26/2018,18.5178
01/27/2018,18.478
01/28/2018,18.478
01/29/2018,18.478
01/30/2018,18.4672
01/31/2018,18.6196
02/01/2018,18.6982
02/02/2018,18.6069
02/03/2018,18.4004
02/04/2018,18.4004
02/05/2018,18.4004
02/06/2018,18.4004
02/07/2018,18.5248
02/08/2018,18.7009
02/09/2018,18.6492
02/10/2018,18.8815
02/11/2018,18.8815
02/12/2018,18.8815
02/13/2018,18.8623
02/14/2018,18.6703
02/15/2018,18.6269
02/16/2018,18.6025
02/17/2018,18.5159
02/18/2018,18.5159
02/19/2018,18.5159
02/20/2018,18.4797
02/21/2018,18.536
02/22/2018,18.6594
02/23/2018,18.6518
02/24/2018,18.6574
02/25/2018,18.6574
02/26/2018,18.6574
02/27/2018,18.5659
02/28/2018,18.6456
03/01/2018,18.7902
03/02/2018,18.8331
03/03/2018,18.861
03/04/2018,18.861
03/05/2018,18.861
03/06/2018,18.8909
03/07/2018,18.8838
03/08/2018,18.7246
03/09/2018,18.7922
03/10/2018,18.7148
03/11/2018,18.7148
03/12/2018,18.7148
03/13/2018,18.5812
03/14/2018,18.6199
03/15/2018,18.5604
03/16/2018,18.5854
03/17/2018,18.7023
03/18/2018,18.7023
03/19/2018,18.7023
03/20/2018,18.7023
03/21/2018,18.7216
03/22/2018,18.7614
03/23/2018,18.6001
03/24/2018,18.5078
03/25/2018,18.5078
03/26/2018,18.5078
03/27/2018,18.5364
03/28/2018,18.3268
03/29/2018,18.3445
03/30/2018,18.3445
03/31/2018,18.3445
04/01/2018,18.3445
04/02/2018,18.3445
04/03/2018,18.2709
04/04/2018,18.2967
04/05/2018,18.2044
04/06/2018,18.2244
04/07/2018,18.1081
04/08/2018,18.1081
04/09/2018,18.1081
04/10/2018,18.2888
04/11/2018,18.2753
04/12/2018,18.2882
04/13/2018,18.2018
04/14/2018,18.1353
04/15/2018,18.1353
04/16/2018,18.1353
04/17/2018,18.087
04/18/2018,18.0394
04/19/2018,17.9787
04/20/2018,18.0333
04/21/2018,18.2819
04/22/2018,18.2819
04/23/2018,18.2819
04/24/2018,18.621
04/25/2018,18.8628
04/26/2018,18.8139
04/27/2018,19.053
04/28/2018,18.8644
04/29/2018,18.8644
04/30/2018,18.8644
05/01/2018,18.6847
05/02/2018,18.6847
05/03/2018,18.7878
05/04/2018,19.0943
05/05/2018,19.1223
05/06/2018,19.1223
05/07/2018,19.1223
05/08/2018,19.2017
05/09/2018,19.4232
05/10/2018,19.5781
05/11/2018,19.5387
05/12/2018,19.2989
05/13/2018,19.2989
05/14/2018,19.2989
05/15/2018,19.3539
05/16/2018,19.5214
05/17/2018,19.7854
05/18/2018,19.7094
05/19/2018,19.7033
05/20/2018,19.7033
05/21/2018,19.7033
05/22/2018,19.9319
05/23/2018,19.9054
05/24/2018,19.7528
05/25/2018,19.7661
05/26/2018,19.7048
05/27/2018,19.7048
05/28/2018,19.7048
05/29/2018,19.5608
05/30/2018,19.5915
05/31/2018,19.7499
06/01/2018,19.7322
06/02/2018,19.9759
06/03/2018,19.9759
06/04/2018,19.9759
06/05/2018,19.8662
06/06/2018,19.9934
06/07/2018,20.3863
06/08/2018,20.3129
06/09/2018,20.46
06/10/2018,20.46
06/11/2018,20.46
06/12/2018,20.5281
06/13/2018,20.4722
06/14/2018,20.596
06/15/2018,20.6259
06/16/2018,20.6953
06/17/2018,20.6953
06/18/2018,20.6953
06/19/2018,20.716
06/20/2018,20.6968
06/21/2018,20.5531
06/22/2018,20.3937
06/23/2018,20.3689
06/24/2018,20.3689
06/25/2018,20.3689
06/26/2018,20.1264
06/27/2018,20.0908
06/28/2018,19.8754
06/29/2018,20.0553
06/30/2018,19.8633
07/01/2018,19.8633
07/02/2018,19.8633
07/03/2018,19.6912
07/04/2018,20.1453
07/05/2018,19.5974
07/06/2018,19.4284
07/07/2018,19.2513
07/08/2018,19.2513
07/09/2018,19.2513
07/10/2018,19.0719
07/11/2018,19.1563
07/12/2018,19.0559
07/13/2018,18.9632
07/14/2018,18.8241
07/15/2018,18.8241
07/16/2018,18.8241
07/17/2018,18.8854
07/18/2018,18.836
07/19/2018,18.8763
07/20/2018,18.91
07/21/2018,19.079
07/22/2018,19.079
07/23/2018,19.079
07/24/2018,19.0694
07/25/2018,19.0761
07/26/2018,18.8506
07/27/2018,18.7709
07/28/2018,18.6234
07/29/2018,18.6234
07/30/2018,18.6234
07/31/2018,18.5515
08/01/2018,18.5413
08/02/2018,18.6457
08/03/2018,18.5899
08/04/2018,18.6349
08/05/2018,18.6349
08/06/2018,18.6349
08/07/2018,18.5725
08/08/2018,18.5433
08/09/2018,18.4631
08/10/2018,18.4542
08/11/2018,18.6511
08/12/2018,18.6511
08/13/2018,18.6511
08/14/2018,18.9273
08/15/2018,19.1801
08/16/2018,18.9973
08/17/2018,19.2339
08/18/2018,19.01
08/19/2018,19.01
08/20/2018,19.01
08/21/2018,19.0615
08/22/2018,19.0305
08/23/2018,18.8784
08/24/2018,18.8176
08/25/2018,18.8672
08/26/2018,18.8672
08/27/2018,18.8672
08/28/2018,18.8339
08/29/2018,18.6697
08/30/2018,18.9354
08/31/2018,19.0659
09/01/2018,19.1258
09/02/2018,19.1258
09/03/2018,19.1258
09/04/2018,19.1792
09/05/2018,19.2137
09/06/2018,19.3609
09/07/2018,19.4433
09/08/2018,19.3546
09/09/2018,19.3546
09/10/2018,19.3546
09/11/2018,19.2394
09/12/2018,19.2989
09/13/2018,19.268
09/14/2018,19.0511
09/15/2018,18.8775
09/16/2018,18.8775
09/17/2018,18.8775
09/18/2018,18.8689
09/19/2018,18.8399
09/20/2018,18.7694
09/21/2018,18.7672
09/22/2018,18.8296
09/23/2018,18.8296
09/24/2018,18.8296
09/25/2018,18.8539
09/26/2018,18.8516
09/27/2018,18.987
09/28/2018,18.8986
09/29/2018,18.812
09/30/2018,18.812
10/01/2018,18.812
10/02/2018,18.7231
10/03/2018,18.6531
10/04/2018,18.7503
10/05/2018,18.8014
10/06/2018,19.1328
10/07/2018,19.1328
10/08/2018,19.1328
10/09/2018,18.9444
10/10/2018,18.9234
10/11/2018,19
10/12/2018,19.1183
10/13/2018,19.0217
10/14/2018,19.0217
10/15/2018,19.0217
10/16/2018,18.9202
10/17/2018,18.8096
10/18/2018,18.7693
10/19/2018,18.8012
10/20/2018,19.1018
10/21/2018,19.1018
10/22/2018,19.1018
10/23/2018,19.2183
10/24/2018,19.3669
10/25/2018,19.4169
10/26/2018,19.4623
10/27/2018,19.4383
10/28/2018,19.4383
10/29/2018,19.4383
10/30/2018,19.479
10/31/2018,19.8022
11/01/2018,20.0258
11/02/2018,20.3177
11/03/2018,20.3177
11/04/2018,20.3177
11/05/2018,20.3177
11/06/2018,20.1329
11/07/2018,19.9636
11/08/2018,19.8609
11/09/2018,19.8245
11/10/2018,20.0438
11/11/2018,20.0438
11/12/2018,20.0438
11/13/2018,20.3614
11/14/2018,20.3179
11/15/2018,20.5158
11/16/2018,20.3979
11/17/2018,20.3371
11/18/2018,20.3371
11/19/2018,20.3371
11/20/2018,20.3371
11/21/2018,20.155
11/22/2018,20.4123
11/23/2018,20.2023
11/24/2018,20.2984
11/25/2018,20.2984
11/26/2018,20.2984
11/27/2018,20.3935
11/28/2018,20.5304
11/29/2018,20.4977
11/30/2018,20.4108
12/01/2018,20.2217
12/02/2018,20.2217
12/03/2018,20.2217
12/04/2018,20.3455
12/05/2018,20.2346
12/06/2018,20.5123
12/07/2018,20.5672
12/08/2018,20.4705
12/09/2018,20.4705
12/10/2018,20.4705
12/11/2018,20.2609
12/12/2018,20.3621
12/13/2018,20.3621
12/14/2018,20.2889
12/15/2018,20.2566
12/16/2018,20.2566
12/17/2018,20.2566
12/18/2018,20.3337
12/19/2018,20.1126
12/20/2018,20.1277
12/21/2018,20.0293
12/22/2018,19.9082
12/23/2018,19.9082
12/24/2018,19.9082
12/25/2018,19.9275
12/26/2018,19.9275
12/27/2018,19.8473
12/28/2018,19.8823
12/29/2018,19.6829
12/30/2018,19.6829
12/31/2018,19.6829
01/01/2019,19.6566
01/02/2019,19.6566
01/03/2019,19.6512
01/04/2019,19.5878
01/05/2019,19.6073
01/06/2019,19.6073
01/07/2019,19.6073
01/08/2019,19.4902
01/09/2019,19.3208
01/10/2019,19.3479
01/11/2019,19.2456
01/12/2019,19.1714
01/13/2019,19.1714
01/14/2019,19.1714
01/15/2019,19.1236
01/16/2019,19.0064
01/17/2019,19.0457
01/18/2019,18.9908
01/19/2019,19.063
01/20/2019,19.063
01/21/2019,19.063
01/22/2019,19.0844
01/23/2019,19.1902
01/24/2019,19.1297
01/25/2019,19.0771
01/26/2019,18.9859
01/27/2019,18.9859
01/28/2019,18.9859
01/29/2019,18.928
01/30/2019,19.0381
01/31/2019,18.9972
02/01/2019,19.1623
02/02/2019,19.0388
02/03/2019,19.0388
02/04/2019,19.0388
02/05/2019,19.0388
02/06/2019,19.1098
02/07/2019,19.0824
02/08/2019,19.1058
02/09/2019,19.08
02/10/2019,19.08
02/11/2019,19.08
02/12/2019,19.0893
02/13/2019,19.2524
02/14/2019,19.2592
02/15/2019,19.4084
02/16/2019,19.3569
02/17/2019,19.3569
02/18/2019,19.3569
02/19/2019,19.3625
02/20/2019,19.2578
02/21/2019,19.1778
02/22/2019,19.1835
02/23/2019,19.2652
02/24/2019,19.2652
02/25/2019,19.2652
02/26/2019,19.1394
02/27/2019,19.1185
02/28/2019,19.163
03/01/2019,19.2201
03/02/2019,19.2607
03/03/2019,19.2607
03/04/2019,19.2607
03/05/2019,19.2978
03/06/2019,19.3039
03/07/2019,19.2597
03/08/2019,19.3708
03/09/2019,19.5225
03/10/2019,19.5225
03/11/2019,19.5225
03/12/2019,19.4902
03/13/2019,19.4243
03/14/2019,19.3049
03/15/2019,19.332
03/16/2019,19.3233
03/17/2019,19.3233
03/18/2019,19.3233
03/19/2019,19.3233
03/20/2019,19.2176
03/21/2019,19.0004
03/22/2019,18.9098
03/23/2019,18.8694
03/24/2019,18.8694
03/25/2019,18.8694
03/26/2019,19.1369
03/27/2019,19.0151
03/28/2019,19.0989
03/29/2019,19.3201
03/30/2019,19.3793
03/31/2019,19.3793
04/01/2019,19.3793
04/02/2019,19.3779
04/03/2019,19.2169
04/04/2019,19.2279
04/05/2019,19.1805
04/06/2019,19.1728
04/07/2019,19.1728
04/08/2019,19.1728
04/09/2019,19.0805
04/10/2019,18.9701
04/11/2019,18.9229
04/12/2019,18.836
04/13/2019,18.8432
04/14/2019,18.8432
04/15/2019,18.8432
04/16/2019,18.7719
04/17/2019,18.8489
04/18/2019,18.9516
04/19/2019,18.9516
04/20/2019,18.9516
04/21/2019,18.9516
04/22/2019,18.9516
04/23/2019,18.848
04/24/2019,18.8359
04/25/2019,18.9578
04/26/2019,19.0046
04/27/2019,19.0942
04/28/2019,19.0942
04/29/2019,19.0942
04/30/2019,18.9414
05/01/2019,19.012
05/02/2019,19.012
05/03/2019,19.0099
05/04/2019,19.1014
05/05/2019,19.1014
05/06/2019,19.1014
05/07/2019,19.0012
05/08/2019,18.9781
05/09/2019,19.0499
05/10/2019,19.0837
05/11/2019,19.2623
05/12/2019,19.2623
05/13/2019,19.2623
05/14/2019,19.1374
05/15/2019,19.1928
05/16/2019,19.1427
05/17/2019,19.1236
05/18/2019,19.071
05/19/2019,19.071
05/20/2019,19.071
05/21/2019,19.1454
05/22/2019,19.0908
05/23/2019,19.0309
05/24/2019,18.9755
05/25/2019,19.0122
05/26/2019,19.0122
05/27/2019,19.0122
05/28/2019,19.0658
05/29/2019,19.0521
05/30/2019,19.1652
05/31/2019,19.2395
06/01/2019,19.0683
06/02/2019,19.0683
06/03/2019,19.0683
06/04/2019,19.6426
06/05/2019,19.7609
06/06/2019,19.6007
06/07/2019,19.5418
06/08/2019,19.7084
06/09/2019,19.7084
06/10/2019,19.7084
06/11/2019,19.6528
06/12/2019,19.204
06/13/2019,19.1222
06/14/2019,19.1383
06/15/2019,19.1645
06/16/2019,19.1645
06/17/2019,19.1645
06/18/2019,19.1487
06/19/2019,19.1924
06/20/2019,19.1011
06/21/2019,19.1753
06/22/2019,18.9804
06/23/2019,18.9804
06/24/2019,18.9804
06/25/2019,19.0661
06/26/2019,19.1833
06/27/2019,19.2271
06/28/2019,19.1442
06/29/2019,19.1685
06/30/2019,19.1685
07/01/2019,19.1685
07/02/2019,19.2087
07/03/2019,19.076
07/04/2019,19.0694
07/05/2019,19.0502
07/06/2019,18.9947
07/07/2019,18.9947
07/08/2019,18.9947
07/09/2019,19.0446
07/10/2019,18.9116
07/11/2019,19.0043
07/12/2019,19.2425
07/13/2019,19.1227
07/14/2019,19.1227
07/15/2019,19.1227
07/16/2019,19.0307
07/17/2019,18.9803
07/18/2019,19.0781
07/19/2019,19.0233
07/20/2019,19.0108
07/21/2019,19.0108
07/22/2019,19.0108
07/23/2019,19.0123
07/24/2019,19.0659
07/25/2019,19.1315
07/26/2019,19.0894
07/27/2019,19.0623
07/28/2019,19.0623
07/29/2019,19.0623
07/30/2019,19.0699
07/31/2019,19.09
08/01/2019,19.0747
08/02/2019,18.9929
08/03/2019,19.1627
08/04/2019,19.1627
08/05/2019,19.1627
08/06/2019,19.3116
08/07/2019,19.5731
08/08/2019,19.6291
08/09/2019,19.6953
08/10/2019,19.5118
08/11/2019,19.5118
08/12/2019,19.5118
08/13/2019,19.4283
08/14/2019,19.5803
08/15/2019,19.463
08/16/2019,19.5763
08/17/2019,19.6365
08/18/2019,19.6365
08/19/2019,19.6365
08/20/2019,19.5669
08/21/2019,19.8153
08/22/2019,19.7522
08/23/2019,19.6798
08/24/2019,19.7467
08/25/2019,19.7467
08/26/2019,19.7467
08/27/2019,19.8402
08/28/2019,19.9086
08/29/2019,19.9934
08/30/2019,20.0314
08/31/2019,20.0988
09/01/2019,20.0988
09/02/2019,20.0988
09/03/2019,20.0696
09/04/2019,20.1253
09/05/2019,20.0039
09/06/2019,19.7806
09/07/2019,19.6834
09/08/2019,19.6834
09/09/2019,19.6834
09/10/2019,19.5623
09/11/2019,19.5398
09/12/2019,19.5354
09/13/2019,19.5478
09/14/2019,19.4265
09/15/2019,19.4265
09/16/2019,19.4265
09/17/2019,19.4265
09/18/2019,19.3665
09/19/2019,19.4262
09/20/2019,19.3528
09/21/2019,19.3981
09/22/2019,19.3981
09/23/2019,19.3981
09/24/2019,19.4478
09/25/2019,19.4459
09/26/2019,19.4587
09/27/2019,19.5775
09/28/2019,19.6363
09/29/2019,19.6363
09/30/2019,19.6363
10/01/2019,19.6808
10/02/2019,19.7345
10/03/2019,19.7792
10/04/2019,19.7985
10/05/2019,19.7368
10/06/2019,19.7368
10/07/2019,19.7368
10/08/2019,19.5255
10/09/2019,19.5522
10/10/2019,19.584
10/11/2019,19.5689
10/12/2019,19.4764
10/13/2019,19.4764
10/14/2019,19.4764
10/15/2019,19.3217
10/16/2019,19.2652
10/17/2019,19.252
10/18/2019,19.2135
10/19/2019,19.1602
10/20/2019,19.1602
10/21/2019,19.1602
10/22/2019,19.1492
10/23/2019,19.1422
10/24/2019,19.105
10/25/2019,19.1258
10/26/2019,19.0878
10/27/2019,19.0878
10/28/2019,19.0878
10/29/2019,19.082
10/30/2019,19.0543
10/31/2019,19.1167
11/01/2019,19.1643
11/02/2019,19.1948
11/03/2019,19.1948
11/04/2019,19.1948
11/05/2019,19.1058
11/06/2019,19.1525
11/07/2019,19.2125
11/08/2019,19.1953
11/09/2019,19.1327
11/10/2019,19.1327
11/11/2019,19.1327
11/12/2019,19.1068
11/13/2019,19.109
11/14/2019,19.2178
11/15/2019,19.4543
11/16/2019,19.4228
11/17/2019,19.4228
11/18/2019,19.4228
11/19/2019,19.4228
11/20/2019,19.2063
11/21/2019,19.3687
11/22/2019,19.48
11/23/2019,19.4138
11/24/2019,19.4138
11/25/2019,19.4138
11/26/2019,19.3987
11/27/2019,19.4468
11/28/2019,19.5185
11/29/2019,19.5607
11/30/2019,19.6113
12/01/2019,19.6113
12/02/2019,19.6113
12/03/2019,19.5352
12/04/2019,19.5717
12/05/2019,19.5678
12/06/2019,19.4707
12/07/2019,19.3688
12/08/2019,19.3688
12/09/2019,19.3688
12/10/2019,19.3247
12/11/2019,19.2302
12/12/2019,19.2362
12/13/2019,19.2362
12/14/2019,19.1785
12/15/2019,19.1785
12/16/2019,19.1785
12/17/2019,19.0455
12/18/2019,18.9702
12/19/2019,18.9165
12/20/2019,18.9542
12/21/2019,18.964
12/22/2019,18.964
12/23/2019,18.964
12/24/2019,18.9133
12/25/2019,18.9385
12/26/2019,18.9385
12/27/2019,18.9643
12/28/2019,18.9445
12/29/2019,18.9445
12/30/2019,18.9445
12/31/2019,18.8452
01/01/2020,18.8727
01/02/2020,18.8727
01/03/2020,18.8642
01/04/2020,18.8817
01/05/2020,18.8817
01/06/2020,18.8817
01/07/2020,18.8673
01/08/2020,18.827
01/09/2020,18.8852
01/10/2020,18.798
01/11/2020,18.8453
01/12/2020,18.8453
01/13/2020,18.8453
01/14/2020,18.7732
01/15/2020,18.8215
01/16/2020,18.812
01/17/2020,18.8077
01/18/2020,18.793
01/19/2020,18.793
01/20/2020,18.793
01/21/2020,18.7388
01/22/2020,18.6725
01/23/2020,18.7007
01/24/2020,18.6883
01/25/2020,18.8018
01/26/2020,18.8018
01/27/2020,18.8018
01/28/2020,18.8313
01/29/2020,18.9407
01/30/2020,18.8022
01/31/2020,18.7067
02/01/2020,18.7853
02/02/2020,18.7853
02/03/2020,18.7853
02/04/2020,18.7853
02/05/2020,18.9082
02/06/2020,18.6797
02/07/2020,18.6245
02/08/2020,18.6645
02/09/2020,18.6645
02/10/2020,18.6645
02/11/2020,18.7763
02/12/2020,18.7653
02/13/2020,18.674
02/14/2020,18.6308
02/15/2020,18.6458
02/16/2020,18.6458
02/17/2020,18.6458
02/18/2020,18.5712
02/19/2020,18.5715
02/20/2020,18.5952
02/21/2020,18.591
02/22/2020,18.7992
02/23/2020,18.7992
02/24/2020,18.7992
02/25/2020,18.9138
02/26/2020,19.1197
02/27/2020,19.0878
02/28/2020,19.1585
02/29/2020,19.3973
03/01/2020,19.3973
03/02/2020,19.3973
03/03/2020,19.776
03/04/2020,19.6985
03/05/2020,19.2837
03/06/2020,19.5335
03/07/2020,19.8095
03/08/2020,19.8095
03/09/2020,19.8095
03/10/2020,20.1623
03/11/2020,21.1117
03/12/2020,21.0267
03/13/2020,21.213
03/14/2020,22.1518
03/15/2020,22.1518
03/16/2020,22.1518
03/17/2020,22.1518
03/18/2020,21.9288
03/19/2020,23.0573
03/20/2020,23.9008
03/21/2020,24.0868
03/22/2020,24.0868
03/23/2020,24.0868
03/24/2020,24.1113
03/25/2020,25.0782
03/26/2020,25.1185
03/27/2020,24.2948
03/28/2020,23.097
