Banco de México,
,
Securities prices and interest rates,
Tasas de Interés en el Mercado de Dinero,
,
Date: 03/02/2024 06:10:39,
,
,
,
Title,"28 day TIIE, Interest rate in annual percent"
Information type,Levels
Date,SF43783
07/30/2018,8.1
07/31/2018,8.105
08/01/2018,8.1
08/02/2018,8.1
08/03/2018,8.11
08/06/2018,8.105
08/07/2018,8.1075
08/08/2018,8.1075
08/09/2018,8.1002
08/10/2018,8.1041
08/13/2018,8.1035
08/14/2018,8.105
08/15/2018,8.1
08/16/2018,8.105
08/17/2018,8.11
08/20/2018,8.11
08/21/2018,8.1064
08/22/2018,8.1075
08/23/2018,8.11
08/24/2018,8.1064
08/27/2018,8.112
08/28/2018,8.11
08/29/2018,8.1043
08/30/2018,8.11
08/31/2018,8.1038
09/03/2018,8.1086
09/04/2018,8.1018
09/05/2018,8.0988
09/06/2018,8.1075
09/07/2018,8.104
09/10/2018,8.1015
09/11/2018,8.1149
09/12/2018,8.115
09/13/2018,8.1109
09/14/2018,8.1195
09/17/2018,8.12
09/18/2018,8.1165
09/19/2018,8.12
09/20/2018,8.1225
09/21/2018,8.1227
09/24/2018,8.12
09/25/2018,8.12
09/26/2018,8.12
09/27/2018,8.1225
09/28/2018,8.115
10/01/2018,8.12
10/02/2018,8.115
10/03/2018,8.11
10/04/2018,8.115
10/05/2018,8.1125
10/08/2018,8.1125
10/09/2018,8.112
10/10/2018,8.1122
10/11/2018,8.1195
10/12/2018,8.1154
10/15/2018,8.1134
10/16/2018,8.12
10/17/2018,8.115
10/18/2018,8.115
10/19/2018,8.115
10/22/2018,8.1106
10/23/2018,8.1086
10/24/2018,8.115
10/25/2018,8.1125
10/26/2018,8.1275
10/29/2018,8.1215
10/30/2018,8.14
10/31/2018,8.1539
11/01/2018,8.1675
11/05/2018,8.1724
11/06/2018,8.1651
11/07/2018,8.165
11/08/2018,8.175
11/09/2018,8.1825
11/12/2018,8.1887
11/13/2018,8.19
11/14/2018,8.1878
11/15/2018,8.1923
11/16/2018,8.205
11/20/2018,8.3177
11/21/2018,8.3166
11/22/2018,8.3107
11/23/2018,8.3158
11/26/2018,8.32
11/27/2018,8.32
11/28/2018,8.335
11/29/2018,8.345
11/30/2018,8.3363
12/03/2018,8.3328
12/04/2018,8.33
12/05/2018,8.3438
12/06/2018,8.34
12/07/2018,8.335
12/10/2018,8.3472
12/11/2018,8.3411
12/13/2018,8.355
12/14/2018,8.35
12/17/2018,8.35
12/18/2018,8.3525
12/19/2018,8.365
12/20/2018,8.37
12/21/2018,8.3837
12/24/2018,8.5575
12/26/2018,8.5825
12/27/2018,8.575
12/28/2018,8.5892
12/31/2018,8.5956
01/02/2019,8.5897
01/03/2019,8.5988
01/04/2019,8.5938
01/07/2019,8.59
01/08/2019,8.5875
01/09/2019,8.5856
01/10/2019,8.585
01/11/2019,8.5841
01/14/2019,8.595
01/15/2019,8.595
01/16/2019,8.595
01/17/2019,8.5925
01/18/2019,8.5831
01/21/2019,8.5925
01/22/2019,8.6
01/23/2019,8.595
01/24/2019,8.5996
01/25/2019,8.5963
01/28/2019,8.595
01/29/2019,8.5944
01/30/2019,8.59
01/31/2019,8.5918
02/01/2019,8.595
02/05/2019,8.5875
02/06/2019,8.586
02/07/2019,8.585
02/08/2019,8.585
02/11/2019,8.579
02/12/2019,8.5735
02/13/2019,8.5685
02/14/2019,8.561
02/15/2019,8.5575
02/18/2019,8.56
02/19/2019,8.5642
02/20/2019,8.5475
02/21/2019,8.535
02/22/2019,8.5399
02/25/2019,8.535
02/26/2019,8.5408
02/27/2019,8.5354
02/28/2019,8.5365
03/01/2019,8.535
03/04/2019,8.5339
03/05/2019,8.5325
03/06/2019,8.52
03/07/2019,8.5265
03/08/2019,8.526
03/11/2019,8.526
03/12/2019,8.52
03/13/2019,8.5125
03/14/2019,8.5151
03/15/2019,8.5156
03/19/2019,8.515
03/20/2019,8.5137
03/21/2019,8.5175
03/22/2019,8.5112
03/25/2019,8.5125
03/26/2019,8.5138
03/27/2019,8.5137
03/28/2019,8.51
03/29/2019,8.5099
04/01/2019,8.515
04/02/2019,8.51
04/03/2019,8.4962
04/04/2019,8.5
04/05/2019,8.5
04/08/2019,8.491
04/09/2019,8.4975
04/10/2019,8.4925
04/11/2019,8.4925
04/12/2019,8.4925
04/15/2019,8.4925
04/16/2019,8.495
04/17/2019,8.4925
04/22/2019,8.497
04/23/2019,8.495
04/24/2019,8.4975
04/25/2019,8.5
04/26/2019,8.5021
04/29/2019,8.5043
04/30/2019,8.5
05/02/2019,8.5
05/03/2019,8.5055
05/06/2019,8.5125
05/07/2019,8.5075
05/08/2019,8.5087
05/09/2019,8.511
05/10/2019,8.5043
05/13/2019,8.5062
05/14/2019,8.5061
05/15/2019,8.5075
05/16/2019,8.5075
05/17/2019,8.505
05/20/2019,8.504
05/21/2019,8.5075
05/22/2019,8.5066
05/23/2019,8.5037
05/24/2019,8.5035
05/27/2019,8.5075
05/28/2019,8.5075
05/29/2019,8.5075
05/30/2019,8.5071
05/31/2019,8.5075
06/03/2019,8.5078
06/04/2019,8.5114
06/05/2019,8.527
06/06/2019,8.5143
06/07/2019,8.5139
06/10/2019,8.5108
06/11/2019,8.51
06/12/2019,8.5125
06/13/2019,8.5116
06/14/2019,8.5105
06/17/2019,8.5105
06/18/2019,8.5098
06/19/2019,8.5088
06/20/2019,8.505
06/21/2019,8.5043
06/24/2019,8.5039
06/25/2019,8.4993
06/26/2019,8.4951
06/27/2019,8.495
06/28/2019,8.488
07/01/2019,8.4887
07/02/2019,8.485
07/03/2019,8.475
07/04/2019,8.47
07/05/2019,8.4749
07/08/2019,8.475
07/09/2019,8.4787
07/10/2019,8.4763
07/11/2019,8.48
07/12/2019,8.4725
07/15/2019,8.475
07/16/2019,8.4725
07/17/2019,8.4725
07/18/2019,8.475
07/19/2019,8.475
07/22/2019,8.4775
07/23/2019,8.4775
07/24/2019,8.475
07/25/2019,8.4775
07/26/2019,8.474
07/29/2019,8.47
07/30/2019,8.4675
07/31/2019,8.465
08/01/2019,8.4589
08/02/2019,8.4575
08/05/2019,8.4565
08/06/2019,8.4575
08/07/2019,8.4537
08/08/2019,8.4525
08/09/2019,8.449
08/12/2019,8.445
08/13/2019,8.4405
08/14/2019,8.4355
08/15/2019,8.4325
08/16/2019,8.4262
08/19/2019,8.28
08/20/2019,8.285
08/21/2019,8.2825
08/22/2019,8.282
08/23/2019,8.2785
08/26/2019,8.2775
08/27/2019,8.275
08/28/2019,8.275
08/29/2019,8.2725
08/30/2019,8.2625
09/02/2019,8.26
09/03/2019,8.2525
09/04/2019,8.24
09/05/2019,8.235
09/06/2019,8.223
09/09/2019,8.2225
09/10/2019,8.2225
09/11/2019,8.2175
09/12/2019,8.21
09/13/2019,8.207
09/17/2019,8.2
09/18/2019,8.1985
09/19/2019,8.195
09/20/2019,8.19
09/23/2019,8.185
09/24/2019,8.1825
09/25/2019,8.1675
09/26/2019,8.1625
09/27/2019,8.1312
09/30/2019,8.04
10/01/2019,8.0275
10/02/2019,8.015
10/03/2019,8.015
10/04/2019,8.0075
10/07/2019,8.005
10/08/2019,8.0025
10/09/2019,8.0012
10/10/2019,8.005
10/11/2019,8.005
10/14/2019,8.0025
10/15/2019,7.9987
10/16/2019,7.9975
10/17/2019,7.9975
10/18/2019,7.995
10/21/2019,7.9962
10/22/2019,7.9931
10/23/2019,7.9975
10/24/2019,7.9935
10/25/2019,7.9915
10/28/2019,7.9857
10/29/2019,7.985
10/30/2019,7.98
10/31/2019,7.9705
11/01/2019,7.9625
11/04/2019,7.96
11/05/2019,7.955
11/06/2019,7.9525
11/07/2019,7.947
11/08/2019,7.945
11/11/2019,7.945
11/12/2019,7.9412
11/13/2019,7.9325
11/14/2019,7.9212
11/15/2019,7.8913
11/19/2019,7.8025
11/20/2019,7.795
11/21/2019,7.7925
11/22/2019,7.79
11/25/2019,7.7875
11/26/2019,7.7837
11/27/2019,7.785
11/28/2019,7.7825
11/29/2019,7.7812
12/02/2019,7.7804
12/03/2019,7.7802
12/04/2019,7.7801
12/05/2019,7.775
12/06/2019,7.7725
12/09/2019,7.771
12/10/2019,7.746
12/11/2019,7.75
12/13/2019,7.7425
12/16/2019,7.7412
12/17/2019,7.7401
12/18/2019,7.73
12/19/2019,7.72
12/20/2019,7.7095
12/23/2019,7.58
12/24/2019,7.5675
12/26/2019,7.565
12/27/2019,7.5625
12/30/2019,7.5615
12/31/2019,7.5555
01/02/2020,7.555
01/03/2020,7.5525
01/06/2020,7.5495
01/07/2020,7.5475
01/08/2020,7.545
01/09/2020,7.5425
01/10/2020,7.5425
01/13/2020,7.5402
01/14/2020,7.5381
01/15/2020,7.5375
01/16/2020,7.53
01/17/2020,7.525
01/20/2020,7.53
01/21/2020,7.525
01/22/2020,7.5225
01/23/2020,7.5215
01/24/2020,7.5225
01/27/2020,7.5202
01/28/2020,7.51
01/29/2020,7.5065
01/30/2020,7.5025
01/31/2020,7.5002
02/04/2020,7.4951
02/05/2020,7.4937
02/06/2020,7.4925
02/07/2020,7.4915
02/10/2020,7.4892
02/11/2020,7.4875
02/12/2020,7.4837
02/13/2020,7.4812
02/14/2020,7.45
02/17/2020,7.33
02/18/2020,7.315
02/19/2020,7.31
02/20/2020,7.305
02/21/2020,7.3012
02/24/2020,7.303
02/25/2020,7.3015
02/26/2020,7.3
02/27/2020,7.295
02/28/2020,7.295
03/02/2020,7.2925
03/03/2020,7.2812
03/04/2020,7.265
03/05/2020,7.2525
03/06/2020,7.2412
03/09/2020,7.235
03/10/2020,7.2275
03/11/2020,7.2262
03/12/2020,7.2175
03/13/2020,7.2187
03/17/2020,7.217
03/18/2020,7.21
03/19/2020,7.2075
03/20/2020,7.205
03/23/2020,7.2025
03/24/2020,6.815
03/25/2020,6.785
03/26/2020,6.7675
03/27/2020,6.7587
03/30/2020,6.7487
03/31/2020,6.74
04/01/2020,6.71
04/02/2020,6.7025
04/03/2020,6.7
04/06/2020,6.69
04/07/2020,6.685
04/08/2020,6.6775
04/13/2020,6.6487
04/14/2020,6.6418
04/15/2020,6.6385
04/16/2020,6.6292
04/17/2020,6.6196
04/20/2020,6.6142
04/21/2020,6.6115
04/22/2020,6.607
04/23/2020,6.2725
04/24/2020,6.2662
04/27/2020,6.2645
04/28/2020,6.2607
04/29/2020,6.2592
04/30/2020,6.256
05/04/2020,6.2475
05/05/2020,6.245
05/06/2020,6.2425
05/07/2020,6.241
05/08/2020,6.2395
05/11/2020,6.2357
05/12/2020,6.2315
05/13/2020,6.2277
05/14/2020,6.196
05/15/2020,6.1772
05/18/2020,5.78
05/19/2020,5.7775
05/20/2020,5.7727
05/21/2020,5.7688
05/22/2020,5.7644
05/25/2020,5.7622
05/26/2020,5.755
05/27/2020,5.7525
05/28/2020,5.7482
05/29/2020,5.7441
06/01/2020,5.7395
06/02/2020,5.7347
06/03/2020,5.7325
06/04/2020,5.7286
06/05/2020,5.7229
06/08/2020,5.7089
06/09/2020,5.696
06/10/2020,5.6924
06/11/2020,5.685
06/12/2020,5.681
06/15/2020,5.6765
06/16/2020,5.673
06/17/2020,5.671
06/18/2020,5.6655
06/19/2020,5.661
06/22/2020,5.656
06/23/2020,5.655
06/24/2020,5.6505
06/25/2020,5.6452
06/26/2020,5.6101
06/29/2020,5.2975
06/30/2020,5.2887
07/01/2020,5.2843
07/02/2020,5.2665
07/03/2020,5.26
07/06/2020,5.2562
07/07/2020,5.255
07/08/2020,5.2505
07/09/2020,5.2457
07/10/2020,5.243
07/13/2020,5.2385
07/14/2020,5.2372
07/15/2020,5.235
07/16/2020,5.2305
07/17/2020,5.2292
07/20/2020,5.225
07/21/2020,5.2225
07/22/2020,5.219
07/23/2020,5.2175
07/24/2020,5.2075
07/27/2020,5.204
07/28/2020,5.2042
07/29/2020,5.2
07/30/2020,5.1975
07/31/2020,5.195
08/03/2020,5.1925
08/04/2020,5.1877
08/05/2020,5.184
08/06/2020,5.178
08/07/2020,5.174
08/10/2020,5.1702
08/11/2020,5.1687
08/12/2020,5.1668
08/13/2020,5.1359
08/14/2020,5.1292
08/17/2020,4.8036
08/18/2020,4.797
08/19/2020,4.7935
08/20/2020,4.7895
08/21/2020,4.7875
08/24/2020,4.7845
08/25/2020,4.7792
08/26/2020,4.7775
08/27/2020,4.775
08/28/2020,4.7725
08/31/2020,4.769
09/01/2020,4.7677
09/02/2020,4.764
09/03/2020,4.762
09/04/2020,4.7585
09/07/2020,4.7602
09/08/2020,4.7576
09/09/2020,4.753
09/10/2020,4.7522
09/11/2020,4.7512
09/14/2020,4.7507
09/15/2020,4.746
09/17/2020,4.7422
09/18/2020,4.7415
09/21/2020,4.7367
09/22/2020,4.7335
09/23/2020,4.7325
09/24/2020,4.729
09/25/2020,4.7275
09/28/2020,4.5605
09/29/2020,4.55
09/30/2020,4.5495
10/01/2020,4.5485
10/02/2020,4.5487
10/05/2020,4.5445
10/06/2020,4.5425
10/07/2020,4.543
10/08/2020,4.5425
10/09/2020,4.5425
10/12/2020,4.539
10/13/2020,4.5345
10/14/2020,4.537
10/15/2020,4.5357
10/16/2020,4.531
10/19/2020,4.5306
10/20/2020,4.5255
10/21/2020,4.525
10/22/2020,4.525
10/23/2020,4.5207
10/26/2020,4.5222
10/27/2020,4.5225
10/28/2020,4.5215
10/29/2020,4.5162
10/30/2020,4.5155
11/03/2020,4.5125
11/04/2020,4.516
11/05/2020,4.511
11/06/2020,4.506
11/09/2020,4.503
11/10/2020,4.5
11/11/2020,4.5007
11/12/2020,4.4987
11/13/2020,4.493
11/17/2020,4.505
11/18/2020,4.5025
11/19/2020,4.4985
11/20/2020,4.4952
11/23/2020,4.4925
11/24/2020,4.4925
11/25/2020,4.49
11/26/2020,4.4875
11/27/2020,4.4835
11/30/2020,4.4855
12/01/2020,4.4872
12/02/2020,4.4885
12/03/2020,4.4889
12/04/2020,4.4845
12/07/2020,4.4825
12/08/2020,4.4825
12/09/2020,4.4819
12/10/2020,4.4775
12/11/2020,4.4782
12/14/2020,4.4775
12/15/2020,4.4745
12/16/2020,4.471
12/17/2020,4.5
12/18/2020,4.4965
12/21/2020,4.494
12/22/2020,4.495
12/23/2020,4.4922
12/24/2020,4.4882
12/28/2020,4.4878
12/29/2020,4.4875
12/30/2020,4.485
12/31/2020,4.4842
01/04/2021,4.4805
01/05/2021,4.481
01/06/2021,4.4812
01/07/2021,4.4776
01/08/2021,4.4775
01/11/2021,4.4775
01/12/2021,4.475
01/13/2021,4.4716
01/14/2021,4.47
01/15/2021,4.4677
01/18/2021,4.4675
01/19/2021,4.4655
01/20/2021,4.4667
01/21/2021,4.4637
01/22/2021,4.4615
01/25/2021,4.4615
01/26/2021,4.4592
01/27/2021,4.4565
01/28/2021,4.4542
01/29/2021,4.452
02/02/2021,4.45
02/03/2021,4.4504
02/04/2021,4.4477
02/05/2021,4.4465
02/08/2021,4.4437
02/09/2021,4.4425
02/10/2021,4.442
02/11/2021,4.4415
02/12/2021,4.449
02/15/2021,4.2948
02/16/2021,4.2925
02/17/2021,4.2915
02/18/2021,4.289
02/19/2021,4.2875
02/22/2021,4.2865
02/23/2021,4.2875
02/24/2021,4.2862
02/25/2021,4.2831
02/26/2021,4.2825
03/01/2021,4.2812
03/02/2021,4.2825
03/03/2021,4.2813
03/04/2021,4.2825
03/05/2021,4.2825
03/08/2021,4.282
03/09/2021,4.285
03/10/2021,4.284
03/11/2021,4.2845
03/12/2021,4.2845
03/16/2021,4.283
03/17/2021,4.2825
03/18/2021,4.2812
03/19/2021,4.2812
03/22/2021,4.285
03/23/2021,4.2837
03/24/2021,4.2825
03/25/2021,4.2825
03/26/2021,4.283
03/29/2021,4.2862
03/30/2021,4.285
03/31/2021,4.2875
04/05/2021,4.2875
04/06/2021,4.288
04/07/2021,4.2885
04/08/2021,4.2875
04/09/2021,4.2875
04/12/2021,4.2885
04/13/2021,4.2875
04/14/2021,4.2885
04/15/2021,4.285
04/16/2021,4.2831
04/19/2021,4.2815
04/20/2021,4.2825
04/21/2021,4.2829
04/22/2021,4.281
04/23/2021,4.281
04/26/2021,4.2825
04/27/2021,4.281
04/28/2021,4.281
04/29/2021,4.281
04/30/2021,4.283
05/03/2021,4.285
05/04/2021,4.2852
05/05/2021,4.286
05/06/2021,4.284
05/07/2021,4.2837
05/10/2021,4.2837
05/11/2021,4.285
05/12/2021,4.2875
05/13/2021,4.2872
05/14/2021,4.2897
05/17/2021,4.29
05/18/2021,4.2892
05/19/2021,4.289
05/20/2021,4.2885
05/21/2021,4.2745
05/24/2021,4.2815
05/25/2021,4.2824
05/26/2021,4.2815
05/27/2021,4.285
05/28/2021,4.285
05/31/2021,4.284
06/01/2021,4.283
06/02/2021,4.2825
06/03/2021,4.2825
06/04/2021,4.281
06/07/2021,4.2822
06/08/2021,4.2815
06/09/2021,4.285
06/10/2021,4.2827
06/11/2021,4.282
06/14/2021,4.285
06/15/2021,4.2859
06/16/2021,4.2875
06/17/2021,4.285
06/18/2021,4.2855
06/21/2021,4.2856
06/22/2021,4.285
06/23/2021,4.285
06/24/2021,4.2827
06/25/2021,4.2863
06/28/2021,4.52
06/29/2021,4.53
06/30/2021,4.5292
07/01/2021,4.529
07/02/2021,4.529
07/05/2021,4.5265
07/06/2021,4.5265
07/07/2021,4.5245
07/08/2021,4.524
07/09/2021,4.5235
07/12/2021,4.525
07/13/2021,4.524
07/14/2021,4.5225
07/15/2021,4.5245
07/16/2021,4.5227
07/19/2021,4.5215
07/20/2021,4.5215
07/21/2021,4.4922
07/22/2021,4.5055
07/23/2021,4.514
07/26/2021,4.514
07/27/2021,4.513
07/28/2021,4.5125
07/29/2021,4.515
07/30/2021,4.5142
08/02/2021,4.5135
08/03/2021,4.5125
08/04/2021,4.514
08/05/2021,4.5125
08/06/2021,4.5133
08/09/2021,4.5115
08/10/2021,4.5125
08/11/2021,4.5147
08/12/2021,4.52
08/13/2021,4.5315
08/16/2021,4.7525
08/17/2021,4.7532
08/18/2021,4.7528
08/19/2021,4.755
08/20/2021,4.7575
08/23/2021,4.7587
08/24/2021,4.755
08/25/2021,4.7544
08/26/2021,4.7545
08/27/2021,4.7502
08/30/2021,4.75
08/31/2021,4.751
09/01/2021,4.749
09/02/2021,4.7502
09/03/2021,4.7455
09/06/2021,4.7425
09/07/2021,4.7436
09/08/2021,4.7471
09/09/2021,4.7485
09/10/2021,4.7445
09/13/2021,4.745
09/14/2021,4.7425
09/15/2021,4.745
09/17/2021,4.745
09/20/2021,4.745
09/21/2021,4.744
09/22/2021,4.7445
09/23/2021,4.7475
09/24/2021,4.7475
09/27/2021,4.7465
09/28/2021,4.7475
09/29/2021,4.7487
09/30/2021,4.749
10/01/2021,4.7515
10/04/2021,4.965
10/05/2021,4.9825
10/06/2021,4.985
10/07/2021,4.9875
10/08/2021,4.9825
10/11/2021,4.985
10/12/2021,4.9862
10/13/2021,4.9825
10/14/2021,4.9857
10/15/2021,4.9806
10/18/2021,4.9855
10/19/2021,4.9875
10/20/2021,4.9825
10/21/2021,4.9825
10/22/2021,4.9912
10/25/2021,4.9925
10/26/2021,4.995
10/27/2021,4.995
10/28/2021,4.995
10/29/2021,4.9962
11/01/2021,4.9975
11/03/2021,5.0004
11/04/2021,5.0022
11/05/2021,4.9754
11/08/2021,4.9902
11/09/2021,4.995
11/10/2021,4.9975
11/11/2021,4.9987
11/12/2021,5.001
11/16/2021,5.22
11/17/2021,5.23
11/18/2021,5.229
11/19/2021,5.2335
11/22/2021,5.2362
11/23/2021,5.2368
11/24/2021,5.2375
11/25/2021,5.235
11/26/2021,5.235
11/29/2021,5.2325
11/30/2021,5.2275
12/01/2021,5.2275
12/02/2021,5.231
12/03/2021,5.2315
12/06/2021,5.227
12/07/2021,5.2325
12/08/2021,5.2372
12/09/2021,5.235
12/10/2021,5.24
12/13/2021,5.2362
12/14/2021,5.2377
12/15/2021,5.2389
12/16/2021,5.2382
12/17/2021,5.2491
12/20/2021,5.7
12/21/2021,5.71
12/22/2021,5.71
12/23/2021,5.712
12/24/2021,5.7122
12/27/2021,5.7135
12/28/2021,5.714
12/29/2021,5.7157
12/30/2021,5.715
12/31/2021,5.715
01/03/2022,5.715
01/04/2022,5.7175
01/05/2022,5.7165
01/06/2022,5.718
01/07/2022,5.7185
01/10/2022,5.719
01/11/2022,5.719
01/12/2022,5.721
01/13/2022,5.7225
01/14/2022,5.7225
01/17/2022,5.7215
01/18/2022,5.722
01/19/2022,5.7225
01/20/2022,5.7262
01/21/2022,5.728
01/24/2022,5.7277
01/25/2022,5.7298
01/26/2022,5.7319
01/27/2022,5.733
01/28/2022,5.733
01/31/2022,5.734
02/01/2022,5.7365
02/02/2022,5.738
02/03/2022,5.739
02/04/2022,5.7415
02/08/2022,5.742
02/09/2022,5.745
02/10/2022,5.745
02/11/2022,5.7537
02/14/2022,6.2012
02/15/2022,6.2256
02/16/2022,6.2325
02/17/2022,6.2375
02/18/2022,6.2325
02/21/2022,6.2275
02/22/2022,6.225
02/23/2022,6.225
02/24/2022,6.221
02/25/2022,6.228
02/28/2022,6.234
03/01/2022,6.2367
03/02/2022,6.2395
03/03/2022,6.241
03/04/2022,6.2362
03/07/2022,6.2315
03/08/2022,6.23
03/09/2022,6.23
03/10/2022,6.235
03/11/2022,6.2375
03/14/2022,6.2375
03/15/2022,6.2425
03/16/2022,6.2487
03/17/2022,6.2523
03/18/2022,6.26
03/22/2022,6.2625
03/23/2022,6.275
03/24/2022,6.2825
03/25/2022,6.2912
03/28/2022,6.7175
03/29/2022,6.7237
03/30/2022,6.7265
03/31/2022,6.7265
04/01/2022,6.7225
04/04/2022,6.721
04/05/2022,6.7225
04/06/2022,6.721
04/07/2022,6.7255
04/08/2022,6.7277
04/11/2022,6.7285
04/12/2022,6.726
04/13/2022,6.73
04/18/2022,6.7345
04/19/2022,6.737
04/20/2022,6.7304
04/21/2022,6.73
04/22/2022,6.735
04/25/2022,6.7325
04/26/2022,6.74
04/27/2022,6.745
04/28/2022,6.745
04/29/2022,6.7506
05/02/2022,6.7525
05/03/2022,6.757
05/04/2022,6.7556
05/05/2022,6.7603
05/06/2022,6.765
05/09/2022,6.765
05/10/2022,6.7725
05/11/2022,6.795
05/12/2022,6.8075
05/13/2022,6.8199
05/16/2022,7.235
05/17/2022,7.218
05/18/2022,7.2087
05/19/2022,7.205
05/20/2022,7.203
05/23/2022,7.202
05/24/2022,7.2075
05/25/2022,7.2187
05/26/2022,7.2107
05/27/2022,7.207
05/30/2022,7.215
05/31/2022,7.2225
06/01/2022,7.225
06/02/2022,7.23
06/03/2022,7.2355
06/06/2022,7.2335
06/07/2022,7.242
06/08/2022,7.2465
06/09/2022,7.2627
06/10/2022,7.267
06/13/2022,7.2715
06/14/2022,7.28
06/15/2022,7.2855
06/16/2022,7.3025
06/17/2022,7.3225
06/20/2022,7.33
06/21/2022,7.3375
06/22/2022,7.355
06/23/2022,7.3775
06/24/2022,7.3913
06/27/2022,8.0125
06/28/2022,8.018
06/29/2022,8.0255
06/30/2022,8.0245
07/01/2022,8.0303
07/04/2022,8.032
07/05/2022,8.025
07/06/2022,8.0303
07/07/2022,8.032
07/08/2022,8.03
07/11/2022,8.0315
07/12/2022,8.0375
07/13/2022,8.03
07/14/2022,8.0365
07/15/2022,8.035
07/18/2022,8.0245
07/19/2022,8.02
07/20/2022,8.03
07/21/2022,8.04
07/22/2022,8.045
07/25/2022,8.0445
07/26/2022,8.044
07/27/2022,8.05
07/28/2022,8.06
07/29/2022,8.075
08/01/2022,8.08
08/02/2022,8.0912
08/03/2022,8.105
08/04/2022,8.1074
08/05/2022,8.1187
08/08/2022,8.119
08/09/2022,8.1225
08/10/2022,8.1312
08/11/2022,8.1624
08/12/2022,8.1787
08/15/2022,8.775
08/16/2022,8.7612
08/17/2022,8.7706
08/18/2022,8.768
08/19/2022,8.7728
08/22/2022,8.7763
08/23/2022,8.781
08/24/2022,8.783
08/25/2022,8.8
08/26/2022,8.808
08/29/2022,8.812
08/30/2022,8.8148
08/31/2022,8.8163
09/01/2022,8.821
09/02/2022,8.8235
09/05/2022,8.82
09/06/2022,8.8177
09/07/2022,8.8196
09/08/2022,8.835
09/09/2022,8.843
09/12/2022,8.8527
09/13/2022,8.8599
09/14/2022,8.8699
09/15/2022,8.8787
09/19/2022,8.8912
09/20/2022,8.9006
09/21/2022,8.915
09/22/2022,8.9275
09/23/2022,8.9395
09/26/2022,8.9509
09/27/2022,8.9585
09/28/2022,8.9792
09/29/2022,8.9896
09/30/2022,9.02
10/03/2022,9.535
10/04/2022,9.5366
10/05/2022,9.5453
10/06/2022,9.5515
10/07/2022,9.5451
10/10/2022,9.5465
10/11/2022,9.545
10/12/2022,9.5515
10/13/2022,9.5595
10/14/2022,9.5635
10/17/2022,9.5655
10/18/2022,9.5665
10/19/2022,9.567
10/20/2022,9.5663
10/21/2022,9.567
10/24/2022,9.5675
10/25/2022,9.575
10/26/2022,9.584
10/27/2022,9.591
10/28/2022,9.59
10/31/2022,9.594
11/01/2022,9.596
11/03/2022,9.597
11/04/2022,9.606
11/07/2022,9.612
11/08/2022,9.6125
11/09/2022,9.62
11/10/2022,9.63
11/11/2022,9.65
11/14/2022,10.22
11/15/2022,10.235
11/16/2022,10.2457
11/17/2022,10.24
11/18/2022,10.2395
11/22/2022,10.2495
11/23/2022,10.2487
11/24/2022,10.2599
11/25/2022,10.2694
11/28/2022,10.2749
11/29/2022,10.2857
11/30/2022,10.2875
12/01/2022,10.2935
12/02/2022,10.2987
12/05/2022,10.309
12/06/2022,10.3162
12/07/2022,10.3249
12/08/2022,10.3287
12/09/2022,10.3343
12/13/2022,10.3471
12/14/2022,10.3535
12/15/2022,10.3612
12/16/2022,10.3737
12/19/2022,10.7125
12/20/2022,10.715
12/21/2022,10.722
12/22/2022,10.7359
12/23/2022,10.7375
12/26/2022,10.7472
12/27/2022,10.745
12/28/2022,10.7545
12/29/2022,10.762
12/30/2022,10.7605
01/02/2023,10.77
01/03/2023,10.7775
01/04/2023,10.777
01/05/2023,10.7663
01/06/2023,10.768
01/09/2023,10.769
01/10/2023,10.7745
01/11/2023,10.7675
01/12/2023,10.7675
01/13/2023,10.7675
01/16/2023,10.76
01/17/2023,10.775
01/18/2023,10.7775
01/19/2023,10.7872
01/20/2023,10.7885
01/23/2023,10.7899
01/24/2023,10.7924
01/25/2023,10.791
01/26/2023,10.7965
01/27/2023,10.7955
01/30/2023,10.805
01/31/2023,10.8162
02/01/2023,10.8125
02/02/2023,10.8274
02/03/2023,10.8335
02/07/2023,10.8449
02/08/2023,10.8512
02/09/2023,10.8605
02/10/2023,10.88
02/13/2023,11.2275
02/14/2023,11.2349
02/15/2023,11.237
02/16/2023,11.243
02/17/2023,11.241
02/20/2023,11.245
02/21/2023,11.2545
02/22/2023,11.2642
02/23/2023,11.2604
02/24/2023,11.27
02/27/2023,11.275
02/28/2023,11.2655
03/01/2023,11.274
03/02/2023,11.2675
03/03/2023,11.2775
03/06/2023,11.2823
03/07/2023,11.285
03/08/2023,11.296
03/09/2023,11.2962
03/10/2023,11.308
03/13/2023,11.314
03/14/2023,11.3195
03/15/2023,11.3245
03/16/2023,11.3372
03/17/2023,11.3474
03/21/2023,11.35
03/22/2023,11.355
03/23/2023,11.365
03/24/2023,11.3749
03/27/2023,11.3874
03/28/2023,11.3986
03/29/2023,11.4035
03/30/2023,11.4149
03/31/2023,11.4274
04/03/2023,11.52
04/04/2023,11.5195
04/05/2023,11.5175
04/10/2023,11.5267
04/11/2023,11.5175
04/12/2023,11.5175
04/13/2023,11.5255
04/14/2023,11.5345
04/17/2023,11.539
04/18/2023,11.5353
04/19/2023,11.537
04/20/2023,11.5329
04/21/2023,11.5293
04/24/2023,11.5253
04/25/2023,11.525
04/26/2023,11.5265
04/27/2023,11.5357
